sentence,nsubj,root,root_idx,nsubj_idx,best_layer,best_head,attention_value
( Doğanın müminliğine en popüler örneklerden biri rahmetli Barış Manço'nun Afrika'daki Afrika'da ki ağaçlardan birinde bulduğuydu bulduğu ydu hatırlarsanız hatırlar sanız . ) Daha da komplike olanlar var tabii .,biri,var,43,9,2,1,0.05079825222492218
"2008 yılının ilk yarısını geride bıraktığımızda , bilimsel yayınların dünya eğilimleri çerçevesinde değerlendirilmesinde yarar var .",yarar,var,16,15,4,1,0.9995469450950623
Bende bir de panik atak var .,panik,var,5,3,2,11,0.5604469180107117
"AB , 2003 yılında , Bosna'daki Bosna'da ki istikrar gücü SFOR'un yönetimine talip oldu .",AB,talip,19,0,5,6,0.9988804459571838
- Ama onlardan telefon olmaz ki dedi .,telefon,dedi,6,3,10,0,0.722975492477417
Köpek gibi bir herif var ...,herif,var,4,3,4,1,0.9998534917831421
O yöneticilerin derdi .,O,derdi,2,0,5,8,0.9917157292366028
Aşağıdaki Aşağıda ki manzara 80'li yılların akıl almaz kavgalarından bir manzaraymış manzara ymış gibi geldi .,manzara,geldi,20,3,9,2,0.5105398893356323
Türkiye'de hiç kimse bunu dile getirmeye cesaret edemiyor .,kimse,cesaret,8,4,8,3,0.966324508190155
Eylül ayında ise ithalat ve ihracatın gerçekleşmediği belirtildi .,ithalat,belirtildi,8,3,10,11,0.5086603164672852
Geleneksel ibadeti muhafaza eden ve onu yeni nesillere aktarma görevini üstlenen aile ve onun reisi olan babadır .,muhafaza,aile,11,2,6,1,0.16859474778175354
Batıdan doğuya giden yollar muhacirlerle doluydu dolu ydu .,yollar,dolu,8,4,7,8,0.5420108437538147
Bu mektuplarda ve yazışmalarda milyarlarca dolar söz konusudur konusu dur .,dolar,konusu,9,7,8,9,0.7673414945602417
"Muayenehanesinin kapısına , hastaları ürkütmemek için "" akıl - sinir "" ya da "" ruh ve sinir hastalıkları "" hekimi olduğunu bile yazamayan hekimlerin bulunduğu ülkemizde , sayısı kısıtlı kısıt lı , yani yetersiz akıl hastaneleri vardır var dır .",hastaneleri,var,41,40,4,0,0.9999940395355225
"Bu durumda iştahta azalma ve kilo kaybı , uykusuzluk ve seyrek olarak aşırı uyuma isteği , ölüm ve intihar düşünceleri , kendini değersiz görme gibi belirtiler olur .",belirtiler,olur,27,26,4,0,0.9999423027038574
Buradaki Burada ki yönetimle vatan her gün biraz daha elden gidiyordu gidiyor du .,vatan,elden,10,5,7,2,0.2664797008037567
Fas Futbol Federasyonu iki ay önce Fas Milli Takımı'nın başına getirdiği Fransız teknik adam Philippe Troussier'in görevine son verdi .,Federasyonu,son,26,3,8,8,0.23990990221500397
Daha sonra topluca yemek yenir .,yemek,yenir,4,3,4,0,0.999970555305481
"Sonuç olarak , 68 gerçekten genç insanların hareketiydi hareketi ydi .",68,hareketi,9,3,8,6,0.6766912937164307
"İçinizde sürekli bir "" olumlama "" duygusu olması gerek .",duygusu,gerek,10,8,8,3,0.3790415823459625
"Bu sesler derinden , uzaklardan geliyordu geliyor du .",sesler,geliyor,6,1,10,0,0.7211567759513855
"Hele bir kaleci var ki , topu oyuna sokmamak için elinden geleni yaptı ! Taa ki , sarı kart görene kadar .",kaleci,elinden,12,3,10,9,0.4651017189025879
"Metroda benimle aynı yönde ilerleyen birisinin elindeki elinde ki uzunca değnekten çıkan , "" tak , tak , tak "" sesleri , telaşımı ve kafamdaki kafamda ki düşünceleri birden unutturdu unuttur du .",sesleri,unuttur,35,24,8,1,0.5556774735450745
30 yaşıma kadar hayatımda chat yoktu yok tu ve rahatsızlık da duymamıştım duymamış tım yokluğundan dolayı .,chat,yok,6,5,4,0,0.99998939037323
Herkes oradaydı orada ydı .,Herkes,orada,1,0,4,0,0.9996262788772583
Bu derece dövüşmeye ben neden olmuştum olmuş tum .,ben,neden,5,4,4,1,0.969150722026825
"Türk Telekom'dan yapılan açıklamada , büyük hasar gören SMW3 denizaltı fiber kablosunda restorasyon çalışması devam etmesine karşın , servise verilen 155 ve 622 Mbps'lik devreler sayesinde internetin eskisinden yüksek kapasiteye sahip olduğu belirtildi .",internetin,belirtildi,43,36,10,0,0.375015527009964
Yemek bitti bir burukluk içinde birbirimizden ayrıldık .,Yemek,bitti,1,0,4,0,0.9999988079071045
"Bir gün set hazır diyorlar , çekim yaptığımız salona iniyorum .",set,diyorlar,4,2,10,0,0.6265025734901428
"Rüyamda ak sakallı , nur yüzlü bir adam karşıma çıkıp aynen şöyle dedi : "" Muhterem yetkili , bu ülkeye geldiğinizden beri gece gündüz sizi izliyorum .",adam,dedi,13,8,8,3,0.7674341201782227
"Mesela o zaman bana emniyet yetkilileri gelir , telefon numarası verirlerdi verirler di ; Hollanda'dan , Almanya'dan .",yetkilileri,gelir,6,5,4,0,0.9999758005142212
Bu oyuna kimse gelmesin .,kimse,gelmesin,3,2,4,0,0.9996422529220581
"- Ben senin oğlun Hanifi'yim , dedim .",Ben,dedim,10,1,3,0,0.5579544305801392
A ! o da bizimle dans ediyor .,o,dans,5,2,11,2,0.3277560770511627
""" Neler çalındı ? "" diye sordu .",Neler,sordu,6,1,4,6,0.6024748682975769
Bu erkek paraya önem veren bir yapıya sahip değildir .,erkek,sahip,7,1,7,8,0.9249622225761414
"Aylar sonra , çalınan bu otomobil , istanbul'un arka semtlerinden birinde bulundu .",otomobil,bulundu,15,6,8,1,0.47777029871940613
"* Deniz araçlarının teknik nitelik ve yeterlilikleriyle bunlarda çalışanların yeterlilik şartlarının belirtilmesi hususlarında temel prensip ve politikayı tespit etmek , koordine etmek ,",nitelik,tespit,20,4,0,0,0.10753155499696732
Müzikte neler olup bitiyor ? Almanya'yı bilmek kolay ...,neler,olup,3,2,4,0,0.9997748732566833
""" Bu saati bana Anafartalar'da bir Türk askeri , ölen bir İngiliz subayının kolundan çıkardığını söyleyerek getirdi getir di .",askeri,getir,23,12,10,11,0.1363876461982727
"""Öteki""nin ezilişini topluca seyretmekten insanlar haz alıyor maalesef .",insanlar,haz,12,11,4,0,0.9999960660934448
Mantıklı olan bazı hafta sonlarında evli arkadaşlarınızı da davet etmenizdir .,olan,davet,11,3,9,7,0.4478221833705902
"Az sonra kapımızın önünde kırmızı bir araba duruyor , hemen komşum Dikmen Hoca ile iniyorum .",araba,duruyor,8,7,4,0,0.9990528225898743
"Merak edilen belgeler , etkinliklerden çekilen fotoğraflar yer alabilir .",belgeler,yer,9,3,11,6,0.48221105337142944
"Bu onlara duamdır "" dedi .",Bu,dedi,6,0,5,6,0.9856293797492981
"Müze'de sergilenen eserler sadece Türkiye'de değil , yurtdışındaki yurtdışında ki müzayedelerden de toplanarak Müze'ye getirildi .",eserler,getirildi,24,5,10,0,0.5189853310585022
"La Caisse d'Epargne , ekim ayında borsadaki borsada ki bazı işlemcilerinin hatası yüzünden 600 milyon avro zarar etmişti etmiş ti .",La,zarar,25,0,5,6,0.999863862991333
"1972'de toplanan CHP kongresinde Ecevit , İnönü'nün karşısına parti lideri adayı olarak çıkma gibi bir tercih yerine parti organlarına yönelik liste yarışma girdi .",Ecevit,girdi,29,8,11,7,0.5785824060440063
"Gerçekten , Sevim Dura iyi bir ressamdı ressam dı .",Sevim,ressam,7,2,8,1,0.713565468788147
Her kavramı ifade kabiliyeti vardır var dır .,kabiliyeti,var,4,3,4,0,0.9978213310241699
"Mahkeme , Galile'yi her ne kadar serbest bırakmışsa bırakmış sa da , 8 Ocak 1642'de ölünceye kadar , onu gözaltında tutmaya devam etmiştir .",Mahkeme,devam,29,0,5,6,0.9969156980514526
"Ben , Bülent Beyden randevu aldım .",Ben,randevu,5,0,5,8,0.999649167060852
Yay kadınının beklentileri cinsellikten ziyade akılla ilgilidir .,beklentileri,ilgilidir,9,3,7,8,0.7591079473495483
""" Hiç milis kalmayacak """,milis,kalmayacak,3,2,4,0,0.998847246170044
"Ama bizde , Türkiye'de rastlandığı gibi , kendini methetmek gereksinmesini duymayan yazar türü kadar tadına doyulmaz insanlar yoktu yok tu .",insanlar,yok,23,22,4,0,0.9995207786560059
"Bu , sosyal olaylarda , ticarette ve entellektüel alanda olabilir .",Bu,olabilir,11,0,5,6,0.9987475872039795
Bence Türkiye'de oyunun her yönünü eksiksiz oynayan bir tek Hakan Şükür var .,Hakan,var,13,11,11,7,0.8268839716911316
O bizden de deliydi deli ydi .,O,deli,5,0,5,6,0.990331768989563
G . Antep büyük oynuyor,G,oynuyor,4,0,5,6,0.9955258965492249
Oyunu izleyen anne - babaların o anda ne düşündüğünü bilmek isterdim ister dim .,anne,ister,11,3,9,7,0.34845733642578125
Evde de klima yok ki ...,klima,yok,3,2,4,0,0.9999966621398926
""" Saddam'ı Kuveyt'e saldırması için Amerika teşvik etti ! "" Bu taşların kaç yaşında olduğunu ne ben bilebilir ne de oradakilerden herhangi biri .",ben,biri,30,21,5,11,0.36638662219047546
Rüya tabirinde faydalar vardır var dır .,faydalar,var,5,4,4,0,0.9999366998672485
Başka ne olabilirdi olabilir di ki ?,ne,olabilir,2,1,4,0,0.9999701976776123
"Ben bunu , bir hekim arkadaşımdan dinledim .",Ben,dinledim,7,0,5,8,0.9577113389968872
"Yukarda belirttiğim gibi , babam , sinirlendiği zamanlar kimi sözcüklerde tutulurdu tutulur du ama ne Falih Rıfkı Atay'ın ne de bir başkasının yanında kesinlikle "" tir tir "" titremezdi titremez di .",babam,tutulur,14,6,8,8,0.6806167960166931
İkinci dönem bana bir gayret geldi ve sınıfı doğrudan geçtim .,gayret,geldi,5,4,4,0,0.99997878074646
"Üstelik o , genç kızlığında , son derece az rastlanan bir olayı başarmış başar mış bir insandı insan dı : Paris Konservatuarı Keman Bölümü birincisiydi birincisi ydi .",o,insan,18,1,7,0,0.19230350852012634
Mesela lokantalarda tek kişilik porsiyon yok .,porsiyon,yok,6,5,4,0,0.9992079138755798
Sanal âleme en çok ilgi kadın ve gençlerden geliyor .,ilgi,geliyor,10,5,0,0,0.5078418850898743
Olası bir Kürt devletinin daha büyük bir Kürt devleti olmasını kabul edebilirsiniz .,devletinin,kabul,11,4,8,3,0.599145770072937
"e gönderdiği kutlama mesajında , kurumun milli ve manevi değerleri gözeten ilkeli ve seviyeli yayın anlayışıyla Türk televizyon yayıncılığının temel ve öncü kurumlarından olduğunu belirtti .",kurumun,belirtti,27,5,10,11,0.577896237373352
"Saddam Hüseyin , duruşmada , "" Amerikan askerleri bana dayak attı ve işkence etti "" dedi .",askerleri,dedi,16,8,10,11,0.22132118046283722
O yarım saat sanki bir ömür gibi geldi bana .,saat,geldi,7,2,4,11,0.330762654542923
Olan her ne ise izin ver o olsun .,o,olsun,8,7,4,0,0.9998664855957031
İlker'in İngilizce bilgisi bu siteleri anlamaya yeterli değildi .,bilgisi,yeterli,9,5,10,7,0.714063286781311
""" Lanet olsun be , bok var sanki dışarıda .",bok,var,7,6,4,0,0.9999994039535522
"Bu okulu , 1899 yılında bitiren Mustafa Kemal , aynı yıl İstanbul'da Harp Okuluna girdi .",Mustafa,girdi,18,7,11,7,0.2929728329181671
Artık siz esaslı bir yardımı hak ettiniz .,siz,hak,5,1,7,8,0.8276735544204712
Ağaçların arasında şırıl şırıl akan güzel bir dere varmış var mış .,dere,var,11,10,4,0,0.9999294281005859
"O da biliyordu biliyor du bunu , demekki yanımdakinin tayinine bakıyordu bakıyor du .",O,biliyor,2,0,5,6,0.9755546450614929
"Önümüzdeki Önümüzde ki hafta Türkiye'ye dönmesi beklenen teknik direktör Del Bosque'nin ise ülkesinde hem yeni sezonda kadroda kalacak oyuncuları belirlemek , hem de İspanya'dan getirmek istediği oyuncular için çalışmalarını sürdürdüğü belirtildi .",Del,belirtildi,38,12,11,11,0.5123673677444458
"Büyükelçi Erkan Gezer , Zaman'a mülakat verdikten iki gün sonra emekliye ayrıldı .",Erkan,emekliye,15,3,11,4,0.23455660045146942
"Her şeye rağmen Kabil'de , hayat devam ediyordu ediyor du .",hayat,devam,8,7,4,0,0.9998931884765625
Bir tekme ayaklarının altındaki altında ki tabureyi savurdu savur du .,tekme,savur,10,1,0,0,0.42289435863494873
"Yazar , ilk gençlik yıllarından başlayarak kadınlara karşı büyük bir sevgi gizli gücüyle doludur dolu dur .",Yazar,dolu,13,0,5,6,0.9954074025154114
Kısacası Rumeli içerdiği tüm nesnel koşullarla bir ilerici harekete gebeydi gebe ydi .,Rumeli,gebe,13,1,8,5,0.8551751375198364
"Hem o yol hem bu oğul hep dursun , gitmesin ! """,yol,dursun,7,2,10,10,0.4364163875579834
"Çanakkale Savaşları ile ilgili bir efsane daha var ki , onu da anlatmamak olmaz .",efsane,olmaz,14,5,6,11,0.30003076791763306
Lider Telekom yine galip,Telekom,galip,3,1,7,8,0.7160243988037109
Babil Kulesi'nin yeryüzünü bir kez daha selamlaması gibi bir şey bu .,bir,bu,15,7,8,4,0.327962726354599
"Onlar Anadolu'dan kalkıp , dünyanın her köşesine sevgi tohumları ekmek için yola çıktılar , birer sevgi ocağı haline gelen eğitim kurumlarını , Türk okullarını kurdular .",Onlar,yola,13,0,5,8,0.9821011424064636
"İçtüzüğe göre , komisyonun çalışmalarını üç ay içinde tamamlaması gerekiyor .",komisyonun,gerekiyor,13,6,10,9,0.7242661118507385
Ama sen sekiz say .,sen,say,3,1,8,7,0.9407545924186707
Tiniç tarafından hazırlanan ön rapor toplantıya getirildi .,rapor,getirildi,8,6,8,2,0.6392638087272644
X . Ev'de Ay ve Jüpiter var .,Ay,var,8,5,11,7,0.6776356101036072
"Ayrıca mevcut "" backbone "" üzerinden çeşitli elektronik ticaret sitelerine Web sunuculuğu , güvenlik , yedekleme ve ödeme altyapısı hizmeti verilmektedir .",hizmeti,verilmektedir,23,22,4,0,0.9628636837005615
Üç günlük bir tatil olduğunda aileleri ya da kız arkadaşları ve dostları ile Dubai'ye gidiyorlar .,tatil,gidiyorlar,16,3,4,11,0.1662660837173462
""" Şerifçiğim , senaryo sana ait .",senaryo,sana,6,5,4,0,0.9999997615814209
"Mutlulukla aramızda duran en büyük engel kendimiz miyiz yoksa yok sa ? "" 500 mgr . "" dedik .",kendimiz,dedik,20,8,7,5,0.46561864018440247
İstanbul'un varoşlarında ise durum tam tersi .,durum,tersi,9,7,10,7,0.9740694165229797
Benim haberim yok .,haberim,yok,2,1,4,0,0.9999657869338989
Bundan haberim bile yoktu yok tu .,haberim,yok,3,1,7,5,0.776563286781311
Üç tane ipucu yeter .,ipucu,yeter,3,2,4,0,0.9998866319656372
Oysaki Oysa ki sadece insanlarda duygular vardır var dır .,duygular,var,7,6,4,0,0.9999984502792358
"Bir insan şu aileden , şu etnisiteden gelir , şu dine mensuptur mensup tur .",insan,gelir,10,1,8,3,0.8834326267242432
"Hollanda , 2000 Avrupa Kupası'na komşusu Belçika'yla birlikte dört şehrinde ev sahipliği yapacak .",Hollanda,ev,14,0,5,6,0.9950425624847412
Ama sizin soy nedense gider,soy,gider,4,2,3,10,0.8602856993675232
Tabii daha ileri tedbirleri de var .,tedbirleri,var,5,3,4,1,0.9943310022354126
"Anladım ki , bizleri kimse sevmez .",kimse,sevmez,6,5,4,0,0.9997342228889465
Ondan sonra beyler de öyle yapar .,beyler,yapar,6,3,3,8,0.6825960874557495
"Çok seks , bebek getirir mi ?",seks,getirir,4,1,6,1,0.39811038970947266
Erbil'de ise 42 sağlık merkezinden sadece 5 tanesi çalışabilir haldeydi halde ydi .,tanesi,halde,12,10,10,7,0.9519556164741516
"Karşınızda düzenli ordu yok , dolayısıyla taarruz durumunda değilsiniz .",ordu,yok,4,3,4,0,0.9999749660491943
Bana kalırsa kalır sa insan evlatları olarak yaptığımız en büyük hata da budur bu dur .,hata,bu,12,10,8,9,0.5796414613723755
""" Oğlum git arabayı çalıştır , motor ısınsın "" derdi .",motor,derdi,10,6,9,2,0.4199785888195038
Devre arasında ne oldu ?,ne,oldu,4,3,4,0,0.9998661279678345
"Geçiş Dönemlerinde Kudretli Bir El Geldi , geldi , burnunu cama dayadı , bana kafatasını gösteriyor .",El,Geldi,8,7,4,0,0.9991483688354492
Bu efsaneyle benzer temalara sahip bir başka hikayenin başrolünde de James Dean var .,James,var,15,12,5,11,0.4117946922779083
Bu da bir sorun olarak sizin karşınızda durur .,Bu,durur,7,0,5,8,0.9991949200630188
Kral bu cevapları kabul etmedi .,Kral,kabul,3,0,5,6,0.9997935891151428
Keloğlan : Ulusal egemenlik nedir ?,egemenlik,nedir,5,4,4,0,0.9999901056289673
"Bu , filmin başındaki başında ki sahne idi .",Bu,sahne,6,0,5,6,0.9648874402046204
"Yeryüzünün en büyük , en güzel , en insan kokulu kültür kazanını , çarpık ulusçulukla tanıtmaya kalkışanlar mı , işi , güzel kadın , deniz , güneş , yemek yazınına dökenler mi istersiniz ?",insan,istersiniz,41,10,1,3,0.029443874955177307
Hepimiz koleksiyoner olduk .,Hepimiz,olduk,3,0,7,10,0.9925159811973572
Ama ben kimi kişileri kendimce birtakım yöntemlerle test ettim .,ben,test,8,1,6,4,0.8178483247756958
""" O'na uyup denize açıldığın için onun kadar suçlusun "" Ben : ""O'nunla gittim , çünkü o'nunla birlikteydim birlikte ydim "" dedim .",Ben,dedim,36,16,3,0,0.5095465183258057
"Ben burada rahattım rahat tım , geldin beni buldun .",Ben,rahat,2,0,5,8,0.9846273064613342
""" Keşif yetkisi mahkemelere aittir .",yetkisi,aittir,5,2,10,6,0.7179672718048096
- Ben de çıplak ağaçtaki ağaçta ki kuşu yapabilir miyim anne ?,Ben,yapabilir,10,1,7,8,0.7788171172142029
Ben görevliyi de arabama almak istedim .,Ben,istedim,7,0,5,6,0.9972525238990784
İnsanları tanımak için hapishaneler kadar elverişli yer yoktur yok tur .,yer,yok,9,8,4,1,0.999848484992981
""" En küçük oğlum Mahmut Can , çok zekiydi zeki ydi .",Mahmut,zeki,10,4,8,5,0.6202337145805359
"Mehmet ( Memo ) , kariyeri boyunca ikinci ligden Türkiye'nin en iyi takımlarına ve Milli Takıma kadar nerede oynadıysa oynasın her zaman "" önce takım "" zihniyetine sahip olmuştu olmuş tu .",Mehmet,sahip,37,0,5,6,0.9961950778961182
"Anayasa Mahkemesi krizi çözmemiş , krizi ortaya koymuş , krizi tespit etmiştir etmiştir tir "" dedi .",Mahkemesi,dedi,16,1,10,9,0.7957121133804321
Burina ( borina ) deyimi seren yelkenlerinin rüzgârüstü yakalarını rüzgâra açan selviçe ( hareketli halat ) demek .,deyimi,demek,26,6,10,7,0.7981880307197571
Almanya buraya kadar ...,Almanya,buraya,1,0,4,0,0.9999874830245972
Bütün şirketlerde toparlanma var .,toparlanma,var,3,2,4,0,0.9999439716339111
"Oyuncu , Carolina Üniversitesi'nde oyunculuk eğitimi aldıktan sonra New York'ta tiyatro kariyeri yapmaya karar verdi .",Oyuncu,karar,18,0,5,6,0.9997140765190125
O da birgün sonra uçakla İstanbul'a geldi .,O,geldi,8,0,5,6,0.9968053102493286
* Siz bebekken bebek ken hangi ayakkabıları giydirmişler giydir mişler ? Şimdi hangi ayakkabıları giyiyorsunuz ?,Siz,giydir,8,1,9,1,0.9106574654579163
"Tüzük ve program çalışmaları konusunda oluşturulan çalışma grubunun yarına kadar hazırlıklarını tamamlayacakları , Salı günü ise milletvekilleri ile yapılacak toplantıdan sonra partinin adına kesin karar verileceği belirtiliyor .",grubunun,belirtiliyor,30,8,11,8,0.19604268670082092
Bu film Öger Prodüksiyon'un ilk filmi .,film,filmi,9,1,7,8,0.9396198987960815
"Bu özellikleri nedeniyle matematik öğretmeni Yüzbaşı Mustafa Efendi , ona "" olgun "" anlamına gelen Kemal adını verdi .",Mustafa,verdi,17,6,11,2,0.18014352023601532
"Bir gün birine bir şey diyorsun , ertesi gün başka biri gelip "" nasıl gidiyor , boşanman sonuçlandı mı "" diyor , güldürüyor beni .",biri,diyorsun,5,2,3,1,0.6781291365623474
"* Geçici personel , her ay için bir gün ücretli izne hak kazanacak .",personel,hak,11,2,8,3,0.7955754995346069
Peşinden First Lady ekrana getirildi ...,First,getirildi,6,3,11,11,0.559370219707489
Bu gece bize yetmezdi yetmez di .,gece,yetmez,3,1,11,5,0.7534343600273132
"Bunlar arasında radikalleşme , Londra'daki Londra'da ki 7 Temmuz saldırılarını anlatan "" 7 /7"" , Britanya'da Müslümanların yoğun yaşadığı yerleri ifade etmekte kullanılan ve giderek İslami teröre atıf haline gelen "" Londonistan "" ile Guantanamo Üssü'nü niteleyen "" Gitmo "" var .",7,var,57,12,5,0,0.08081743121147156
