sentence,nsubj,root,nsubj_idx,root_idx,best_layer,best_head,attention_value
"Sonra babam , sebze satan bir kadına yaklaştı .",babam,yaklaştı,2,8,7,10,0.334801584482193
Bizim Şefik dert dağıtım merkezi sanki .,Şefik,merkezi,2,5,7,3,0.5248441696166992
Pakistan Leşker'e karşı harekete geçti,Pakistan,harekete,1,8,5,11,0.4207302927970886
* Oduncu gömleklerinize bundan sonra ihtiyacınız yok .,ihtiyacınız,yok,8,9,3,0,0.9988771080970764
İlişkiler sosyal hayat içerisinde kurulur ve devam eder .,İlişkiler,kurulur,1,5,5,1,0.6545923948287964
O kendini savunur .,O,savunur,1,3,4,0,0.5975293517112732
"Bu sayıya ulaşılamazsa , paket reddedilmiş olacak .",paket,reddedilmiş,6,7,4,9,0.9999507665634155
Ve bir gün kuşlar sabahı bensiz çağırana kadar da beklediğim birşeyler bir şeyler olacaktı olacak tı .,kuşlar,olacak,4,16,6,1,0.14421215653419495
Sofra başı bir anda ölüm sessizliğine büründü .,başı,büründü,2,8,7,8,0.651028037071228
O iki kişinin sıcaklığını kimse veremez onların yanında duyulan güven kimsenin yanında duyulamaz .,kimse,veremez,5,6,4,9,0.9995321035385132
Siz o askerlerin arasından geçip küçücük bir odaya giriyorsunuz .,Siz,giriyorsunuz,1,9,2,3,0.46407654881477356
Özellikle yabancısı olunan sularda ve havanın oturmadığı durumlarda dikkatli olunmalıdır .,havanın,olunmalıdır,6,11,4,3,0.24947984516620636
""" Ne lan bu ? "" demiş Ferhan Şensoy'a .",Ne,demiş,2,7,1,8,0.13210166990756989
"Şahlanmasıyla birlikte , Genelkurmay , CHP ve arkadaşları ağır bir darbe aldı .",Genelkurmay,aldı,5,13,4,0,0.21998833119869232
"Uçan her kaz , kanat çırptığında arkasındaki kazların hareketlerini kolaylaştıran bir hava akımı oluşturuyormuş oluşturuyor muş .",kaz,oluşturuyor,3,16,7,3,0.19277969002723694
Çok sağlıklı olmayan kaynaklardan elde ettiğim bilgilere göre ÇKP'nin bugünkü bugün kü üye sayısı 60 milyon dolayında .,sayısı,dolayında,17,20,4,0,0.798054039478302
Doçentlik başvurusu aday açısından uzun ve çeşitli yönlerden zor bir hazırlık gerektiriyor .,başvurusu,gerektiriyor,2,12,7,8,0.5090280771255493
Burada fiziksel enerji ve kuvvetli zihinsel fakülteler yan yana gelecektir gelecek tir .,enerji,yan,3,8,8,11,0.37231630086898804
"Bu arada 1999 yılının üçüncü üç aylık dönemine ilişkin harcamalar yöntemiyle hesaplanan GSYİH sonuçlarına göre , sabit fiyatlarla özel nihai tüketim harcamalarında yüzde 2 .9 , gayri safi sabit sermaye oluşumunda ise yüzde 11.9'luk azalma oldu .",azalma,oldu,40,41,3,0,0.9999459981918335
Hangisi kazanır dersiniz ?,Hangisi,dersiniz,1,3,1,3,0.5571075081825256
Atölye çalışmasını düzenleyen isim Mısır'ın en ünlü dans hocası Raqia Hasan .,isim,hocası,4,11,7,3,0.5670788288116455
"Ayaklarının dibine baktığında , çiçeklerin bile kendisine gülümsediğini görmüş .",çiçeklerin,görmüş,6,11,3,11,0.15860912203788757
- Bir defa da sen idare etseydin .,sen,idare,5,6,3,0,0.9998877048492432
Berk suya atlayınca sanki kendinden geçti .,Berk,kendinden,1,6,4,3,0.30599215626716614
Bu tünel sayesinde araç trafiği yerini yenilenmiş raylı sistemlere bırakacak .,trafiği,bırakacak,5,10,5,11,0.4102841317653656
Evimizde huzur kalmamıştı kalmamış tı .,huzur,kalmamış,2,4,3,6,0.6528376340866089
Ama partiyle de yoğun irtibatı var .,irtibatı,var,5,6,4,9,0.9988447427749634
Yine de siz abartılı bulun bu fanteziyi .,siz,bulun,3,5,2,9,0.830584704875946
"Boğaziçi'nde Eski Sular Yolu No : 42 adresindeki adresinde ki , 12 bin seyirci kapasiteli mütevazı stadla ikinci lig takımlarından Sarıyer maçlarını oynuyor .",Sarıyer,oynuyor,24,26,8,10,0.3542502522468567
"Seninle konuşmak , dertleşmek , sana sarılmak istediğimde bu tişört bana arkadaş oluyor .",tişört,oluyor,11,14,5,11,0.462185263633728
* Gökyüzünde su buharı idik ve bulutları oluşturduk .,buharı,idik,4,5,3,0,0.9999954700469971
"Ortanca gelin , kaynanasının bu sözlerine kulak asmadı .",gelin,kulak,3,9,7,3,0.2660384774208069
Ziyal ile yaklaşık 30 dakika süren bir görüşme gerçekleştiren Jones daha sonra Dışişleri Bakanı ve Başbakan Yardımcısı Şükrü Sina Gürel ile görüştü .,Jones,görüştü,10,22,8,7,0.5006943941116333
Büyükler harekete geçti .,Büyükler,harekete,1,2,4,9,0.9999877214431763
Almanlar 1940 mayısından itibaren Kotaviçe kentinin 30 kilometre güneydoğusundaki Auschwitz çevresinde dört kamp kurdular .,Almanlar,kurdular,1,17,6,11,0.5627830028533936
"Sınırlar "" alt - üst "" oldu",Sınırlar,alt,1,3,9,1,0.8402624130249023
- Doktor ne dedi ?,Doktor,dedi,2,4,6,9,0.617567777633667
Kolluklu sandalyeler birbiri yanı sıra dizilmiş ...,sandalyeler,dizilmiş,3,7,4,0,0.5146057605743408
"Güzel bir mayıs günü Atatürk , Sabiha'yı da alarak Türkkuşu Sivil Havacılık Okulunun açılışına gitti .",Atatürk,gitti,5,18,6,11,0.37560132145881653
2003 yılında IMF'ye yapılacak geri ödeme tutarı da 1 milyar 591 milyon dolar düzeyinde olacak .,tutarı,olacak,9,17,4,0,0.42896631360054016
"Küstahça ve acımasızca hareket , diktatörce davranışlar görülebilir .",hareket,görülebilir,6,11,6,10,0.22044864296913147
Firdevs Meydanı'ndaki Saddam heykeli devrildi .,heykeli,devrildi,6,7,3,0,0.9976053237915039
Yüksekova'da askeri arabayla bir mal getirilmişti getirilmiş ti .,mal,getirilmiş,7,9,7,8,0.37705013155937195
Bu bölgeye PKK grupları çok erken geldi .,grupları,geldi,4,7,8,10,0.6858529448509216
Yalnızca yanımızda biri varken var ken başımızı dayamaya ihtiyaç duyarız .,biri,ihtiyaç,3,10,5,7,0.09544464200735092
""" Piyano ile anlat bakalım , bugün sokakta neler gördün ? "" Ben de piyanoda "" arabalar gördüm "" derdim .",Ben,derdim,13,21,2,11,0.3476731479167938
Tahmin edildiği gibi topların yönü tam da Atina'ya doğru çevriliymiş çevrili miş .,yönü,çevrili,5,12,8,11,0.5442978739738464
""" Ortada olan bir şey yok henüz .""",şey,yok,5,6,3,0,0.9919135570526123
Fakat yeni devletin bu konularda elinde çok az imkan vardı .,imkan,vardı,9,10,4,9,0.9994214773178101
Sürekli aklımda Selim ve onun güzel lafları vardı .,Selim,vardı,3,8,6,6,0.21425920724868774
"Bunlardan bazıları , çıngırak , top , topaç , bebek , hayvan figürü , çelik çomak , küçük arabalardır arabalar dır .",bazıları,çıngırak,2,4,5,11,0.17368653416633606
"İstanbul'daki üç özel gösteride 50 yıllık kariyerlerinin bir retrospektifini sunacak olan topluluk , klasik baleden modern caz ve etnik dansa kadar farklı tarzları bir araya getiren koreografileri "" Night Creature "" , "" Solo "" , "" Love Stories "" ve "" Revelations""ı gospel , caz ve popüler müzikler eşliğinde sahneye taşıyacak .",topluluk,taşıyacak,16,66,4,3,0.3685469627380371
O da beni duymuyor ve ...,O,duymuyor,1,4,7,3,0.3410363495349884
Minik beyni bu kadar uyarıcıyı kafasında toparlamaya çalışıyordu .,beyni,çalışıyordu,2,9,5,6,0.4244847893714905
Annem gelmedi .,Annem,gelmedi,1,2,4,9,0.999170184135437
"ABD ordusu "" büyük ihtimalle masum olan insanların kaybından dolayı derin üzüntü duyduğunu "" açıkladı .",ordusu,açıkladı,2,15,5,11,0.5641862154006958
"Anlamazsa NATO eyleme geçmeye hazır "" dedi .",NATO,dedi,4,9,3,11,0.4610048830509186
Avrupa maçlarında sıkıntı yaşanmıyor .,sıkıntı,yaşanmıyor,3,4,3,0,0.9978294968605042
Fransız mutfağında kullanılan aromatiklere mirepoix ( 'mirpua ' okuyun ) adı verilir ve bu mutfağın en temel taşlarının başında gelir .,adı,verilir,17,18,4,9,0.9995692372322083
"Bu yıl size tatlı öyküler , sıcak masallar , sevgi dolu şiirler getirdim .",sevgi,getirdim,10,13,1,6,0.14674527943134308
Daha da ne olacağı belli değil .,ne,belli,3,5,4,0,0.322663813829422
Ateşle et arasında en az 15 santimetrelik mesafe bırakılmalıdır .,mesafe,bırakılmalıdır,10,11,4,9,0.9995899796485901
Bunlardan daha önemlisi masonluk tarihinin verdiği bilgidir bilgi dir .,önemlisi,bilgi,3,9,7,3,0.25088733434677124
Tüketici kredileri 112 milyar lirayı aştı,kredileri,aştı,2,6,4,0,0.5679992437362671
Anne kalbi dayanamadı .,kalbi,dayanamadı,2,3,4,9,0.9998956918716431
Bu iki memleket de tarihten çok önceki önce ki yıllardan beri Türk memleketleridir memleketleri dir .,memleket,memleketleri,3,13,6,8,0.7596039772033691
"Acil Doğum Kontrol Kiti , "" ERTESİ GÜN HAPI "" olarak da bilinmektedir .",Kiti,bilinmektedir,4,15,5,11,0.3447275161743164
Türkiye'de fındık üreticisinin çilesi bitecek gibi görünmüyor .,çilesi,görünmüyor,6,9,5,9,0.40797972679138184
Bu burcun erkekleri biraz havaidirler havai dirler .,erkekleri,havai,3,5,5,9,0.3492546081542969
Cezaevine Aliye Hanım adında bir hanım gelmiş .,hanım,gelmiş,6,7,4,9,0.9995331764221191
Valla öyle korkan bir halleri yoktu yok tu .,halleri,yok,5,7,8,11,0.5735887289047241
"Mayıs ayında bu tutarı , 43 milyar 991 milyon dolar düzeyinde bulunuyordu .",tutarı,bulunuyordu,4,12,4,0,0.27041301131248474
"Fakat vurgulanması gereken önemli bir olgu , yeni devletin bütün geleneksel yapı , kurum ve bürokrasiyi devraldığıdır devraldığı dır .",olgu,devraldığı,6,17,8,1,0.3332444131374359
"Aksoy , ""TMSF'den yalıyı devralmaya geldiler "" telefonu üzerine yalıya döndü .",Aksoy,döndü,1,17,4,3,0.3031695783138275
"Örneğin salnamelerdeki salnamelerde ki sayısal bilgiler bile din temeline göre , yani "" Müslim "" , "" Gayri müslim "" vb .",bilgiler,temeline,10,13,2,9,0.17752210795879364
Dolar 1.21 YTL'yi aştı,Dolar,aştı,1,8,5,11,0.6203773617744446
"Yaptığı tüm hareketler , "" ne yapsam da bir hostesi delirtsem "" şeklindeydi şeklinde ydi .",hareketler,şeklinde,3,16,5,11,0.33420833945274353
Ama benim kafamda sorular var .,sorular,var,4,5,4,9,0.999495267868042
* Kalbin karıncık ve kapakçık sistemini de yine o keşfetti .,o,keşfetti,10,11,4,9,0.9999439716339111
Fener forvet kurbanı,Fener,kurbanı,1,3,4,0,0.6876844167709351
"Erdoğan , Bilkent Otel'de düzenlenen Sermaye Piyasası Kurulu'nun ( SPK ) , yıl dönümü kutlamaları çerçevesinde düzenlenen toplantıda yaptığı konuşmada , SPK'nın başta özel sektör yatırımları olmak üzere alt yapı yatırımlarımızın , kalkınmanın uzun vadeli bir finansmanı olduğunu söyledi .",Erdoğan,söyledi,1,46,6,11,0.2705865800380707
"Dedemin huyu belliydi belli ydi , kafayı bulunca illa ki dediği olacak .",huyu,belli,2,4,3,6,0.6800393462181091
Bilim insanları galaksideki galakside ki en genç süpernova artıklarının şaşırtıcı görüntülerini elde etti .,insanları,elde,2,16,7,3,0.44974443316459656
Irak'ta bir türlü tamamlanamayan yeni yasalar huzursuzluk yaratıyor,yasalar,yaratıyor,9,11,7,3,0.6320406794548035
Bunun sebebi açık .,sebebi,açık,2,3,4,9,0.9994938373565674
"Bir küme kadın ve bunların arasından iki levha taşıyan ikişerden dört kız , birdenbire yolun ortasına dikildi .",kadın,dikildi,3,18,0,2,0.09100227057933807
"İngilizce derslerinde , İngilizce öğrenelim diye okuttukları bir hikâye , birden sıradan bir İngilizce dersinin sıradan bir hikâyesi olmaktan çıktı , ürkütücü bir kehanet gibi dikildi karşımıza .",hikâye,çıktı,11,22,5,11,0.15399779379367828
Her yer teneke kutularla dolu .,yer,dolu,2,6,4,0,0.930377185344696
Takımı Ortega yönetecek .,Ortega,yönetecek,2,3,4,9,0.9999611377716064
Bence Türk tarımının da hedefi bu olmalı .,hedefi,olmalı,5,7,7,8,0.7539753913879395
Herşeyden önce yemekte taze fesleğen kullanma fikri insanlara inanılmaz garip geliyordu .,fikri,garip,7,10,4,0,0.565753161907196
Sağanak olmayan bir yağmurda romantik bir yürüyüş zevkli olabilir ama bisiklet sürüşü asla ..,yürüyüş,zevkli,7,8,3,0,0.9996492862701416
"Ortada bir toplum varsa , insanların karşılıklı saygı çerçevesi içinde birbirlerine eleştiri de olmalıdır .",toplum,varsa,3,4,4,9,0.9998272061347961
Şu an bile birden silkinip uyanmayacağımızı kim iddia edebilir !,kim,edebilir,9,11,5,6,0.7782959938049316
Rüzgâr şiddetliyken şiddetli yken halatları çiftlemek de mümkündür mümkün dür .,Rüzgâr,mümkün,1,13,4,3,0.14881566166877747
"Buna yağmur suları , yerüstü suları ( göller , nehirler , denizler ve okyanuslar ) ile yeraltı suları ( kuyu , artezyen ve kaynak ) da dahildir dahildir dir .",suları,dahildir,3,29,7,3,0.07275348156690598
Bu bağlamda inceleyeceğimiz iki gök haritası somut örnekler sunacak .,haritası,sunacak,7,10,5,11,0.5463591814041138
"Mehmed Ali Ayni Bey Mülkiye Mektebi'ni bitirmiş , Rumeli ve Anadolu'da mutasarrıflık , valilik görevlerinde bulunmuş , bu dönemde başladığı İslâm felsefesi ve tasavvufu üzerindeki çalışmalarına emekli olduktan sonra da devam etmiş ve eser vermişti vermiş ti .",Mehmed,bitirmiş,1,9,3,9,0.1522272527217865
Kendisi uzun bir yürüyüşe çıktı .,Kendisi,çıktı,1,5,3,9,0.4373445510864258
19 . Klitoris ve penisin dokusu aynı mıdır ?,dokusu,aynı,8,9,4,9,0.9999516010284424
Diğer amca Rıdvan Şoray ise 1980 yılında ölmüştü ölmüş tü .,amca,ölmüş,2,9,0,7,0.17776013910770416
Kadın çay getirdi .,Kadın,getirdi,1,3,4,0,0.6322334408760071
Mustafa Kemal'de Türkçe sevgisi ve dile olan ilgi daha Kurtuluş Savaşı'ndan önce başlar .,sevgisi,başlar,6,17,0,1,0.1588106006383896
Nöbetçi yere devrildi .,Nöbetçi,devrildi,1,3,4,0,0.5528755187988281
Dünyanın çeşitli ülkelerinden yılda 3 milyona yakın öğrenci eğitim için Londraya gitmektedir .,öğrenci,gitmektedir,8,13,5,11,0.5911163091659546
"Birey ve toplum olarak insan sağlığının korunması ve geliştirilmesi , hayatın yüksek sağlıklı düzeyde uzun süre devamı için sağlıkla ilgili bilgileri bir sentez halinde uygulayan bir bilim kompleksidir kompleksi dir .",korunması,kompleksi,7,28,0,1,0.07582859694957733
"Mustafa Kemal , Manastır Askeri Lisesini bitirdikten sonra İstanbul Harp Okuluna kayıt yaptırdı .",Mustafa,kayıt,1,12,7,3,0.09958340227603912
"Eğer et yağlıysa yağlı ysa hiç yağ koymadan , eğer yağsızsa yağsız sa içine yağ ekleyerek kendi suyuyla kavurun .",et,kavurun,2,22,2,11,0.4188663959503174
"Doğru yönlendirilmedikleri takdirde , ülkemiz bugün içinde bulunduğu durumdan çok daha büyük zorluklarla karşı karşıya kalacaktır kalacak kalacaktır .",ülkemiz,kalacak,8,20,7,3,0.35685107111930847
Böylece ürünlerin raf ömrü 11 güne yükseliyor .,ömrü,yükseliyor,4,7,4,0,0.7783079147338867
Hürriyet'te diplomasi muhabiri oldu .,muhabiri,oldu,5,6,3,0,0.999575674533844
İzmirli işadamları ekonomiden tedirgin,işadamları,tedirgin,2,4,4,0,0.5602605938911438
"Hepsi güzel , sevimli ,",Hepsi,güzel,1,2,4,9,0.999636173248291
Akşam saatlerinde yapılan tek idmanda oyuncular düz koşu ve istasyon çalışmasının ardından yarım sahada çift kale maç yaptı .,oyuncular,maç,6,17,2,11,0.3182649612426758
Büyükler de aynı şekilde .,Büyükler,şekilde,1,4,0,6,0.53755784034729
"İbn Haldun , 52 yaşında iken Kahire'ye gelmiş ve 138 4 yazında Mâliki Başkadılığı'na atanmıştır .",İbn,gelmiş,1,10,4,3,0.1893860399723053
"Kendimi dışarı attığımda otobüsün bizim bahçeye uçtuğunu gördüm ."" dedi .",otobüsün,dedi,5,12,1,8,0.18570265173912048
Üç ay göz açıp kapatıncaya kadar geçti .,ay,geçti,2,8,7,8,0.5455563068389893
Çocuğun yeni ceketi yünden yapılmıştı yapılmış tı .,ceketi,yapılmış,3,7,9,2,0.5006645917892456
"Kimileri buna kader diyordu , kimileri unut .",Kimileri,diyordu,1,4,7,3,0.5816701650619507
"Bu da zaman ister , emek ister .",Bu,ister,1,4,4,0,0.5158966779708862
İki veli dokunulsa ağlayacaktı ağlayacak tı .,veli,ağlayacak,2,5,1,0,0.3656950891017914
Bu meslek böyledir böyle dir .,meslek,böyle,2,4,8,11,0.2304486334323883
"Bu albüm hit şarkı çıkarmaz , dedim .",albüm,dedim,2,7,0,0,0.38160479068756104
""" Hayır , ben masal istiyorum ! """,ben,istiyorum,4,6,2,9,0.8568076491355896
Cevap şöyleydi şöyle ydi :,Cevap,şöyle,1,3,5,6,0.4794780910015106
Herkes öyle ya da böyle içinde bir şekilde bir şeylere dair mutlaka bir umut taşır .,Herkes,taşır,1,15,7,3,0.6575031876564026
"Duş veya banyo esnasında su kullanarak elle ya da yine su kullanarak her hangi bir parfümsüz beyaz sabunla yapılacak olan temizlik ; vajinanın ön bölgesinden ( klitoris başlangıcından ) , anüse ( dışkılık ) doğru olmalıdır .",temizlik,olmalıdır,22,39,7,8,0.670779287815094
"Ben , kendi hesabıma , bir denizin kenarında elimde bir rakı bardağı ve yanımda Isabelle Adjani ile oturduğumda mutlu oluyorum .",Ben,oluyorum,1,23,5,11,0.2969921827316284
Kimileri hemen çizmeye başladı .,Kimileri,başladı,1,4,5,11,0.5960813164710999
"Ahmet Hamdi Tanpınar , Beş Şehir adlı başyapıtında Konya'yı dile getirirken , 699 yılının o müthiş günlerinden de söz açar .",Ahmet,söz,1,22,6,4,0.09479434788227081
"Ben yol bilmem , iz bilmem .",Ben,bilmem,1,3,2,9,0.8237653970718384
"Aslan burcu kadınları yalandan , dolandan nefret ederler .",kadınları,nefret,3,8,7,3,0.38014349341392517
"Bu sorunun yanıtı kesin olarak "" hayır "" dır ...",yanıtı,hayır,3,7,8,11,0.5812308192253113
Stadın ışıkları söndü .,ışıkları,söndü,2,3,4,9,0.9997809529304504
"Toplumun bu kadar açlık , işsizlik , eşitsizlik gibi sorunu varken var ken .",sorunu,var,10,12,3,6,0.7687093019485474
Cezayir'in karnı lafa tok,karnı,tok,4,6,1,6,0.716387152671814
Öyle parçalar var işte .,parçalar,var,2,3,4,9,0.9980376362800598
Ama gözlerinin ıslandığını gördüm .,gözlerinin,gördüm,2,5,9,6,0.6296178102493286
Bu eylem kent insanının kültürel gelişiminin doruklarına varmasının bir göstergesi kabul edilir .,eylem,kabul,2,12,5,11,0.5122467875480652
"Hücum etmesini bilen kadar , bilmeyen de vardı bu ülkede , son vuruşu yapan kadar yapamayan da , orta sahada top çeviren de , çevirmeyen de ...",bilmeyen,vardı,6,8,5,9,0.7261996865272522
Babasının el yazısıyla yazılmış küçük bir kitap duruyormuş duruyor muş içinde .,kitap,duruyor,7,8,3,0,0.9994558691978455
"Türkiye , istikrar içinde , güven içinde büyüyor , kalkınıyor .",Türkiye,büyüyor,1,8,7,8,0.3678358197212219
Bunu getirmenin farklı faydaları da var .,faydaları,var,4,6,5,9,0.8362491130828857
"Doktrine olan katkısı dolayısıyla ismi sistemle birlikte anılmaya , getirilen kültüre Marxizm - Leninizm denilmeye başlandı .",ismi,başlandı,6,21,1,8,0.20281055569648743
